id_old,id,year,city,name,county,fips,loans,ussec,othsec,cchdufrm,otherassets,assets,capital,surpro,profits,totdep,circulation,billsred,otherliabs,assets_check,diff,liabs_check,diff1
1251,1251,1933,Sandusky,third national exchange,Erie,39043,2327357,638215,466466,865958,263249,4561245,200000,200000,122801,3938444,100000,0,0,4561245,0,4561245,0
1252,1252,1933,Sardinia,first,Brown,39015,154202,124000,49546,28490,35104,391342,30000,20000,19383,291959,30000,0,0,391342,0,391342,0
1253,1253,1933,Sardinia,farmers,Brown,39015,181085,24979,32660,24170,18542,281436,30000,5000,2485,243951,0,0,0,281436,0,281436,0
1254,1254,1933,Senecaville,first,Guernsey,39059,82669,36700,47434,25212,8450,200465,25000,7000,11591,131874,25000,0,0,200465,0,200465,0
1255,1255,1933,Seven Mile,farmers,Butler,39017,65043,44848,72279,17910,7788,207868,25000,4000,3677,123427,24760,27004,0,207868,0,207868,0
1256,1256,1933,Shelby,first,Richland,39139,524912,244151,321553,95432,44688,1230736,100000,100000,22959,957777,50000,0,0,1230736,0,1230736,0
1257,1257,1933,Sidney,first national exchange,Shelby,39149,447222,162100,18902,77692,56858,762774,100000,50000,48621,381135,100000,83018,0,762774,0,762774,0
1258,1258,1933,Sidney,citizens,Shelby,39149,434225,203850,73301,241026,53446,1005848,100000,50000,99994,655564,100000,0,290,1005848,0,1005848,0
1260,1260,1933,Somerville,somerville,Butler,39017,53813,39700,25502,15281,12413,146709,25000,2200,340,89174,24995,5000,0,146709,0,146709,0
1261,1261,1933,Springfield,first nb and tc,Clark,39023,2513434,1671076,693273,831196,1155896,6864875,1000000,300000,83823,4828700,650000,0,2352,6864875,0,6864875,0
1262,1262,1933,Springfield,lagonda citizens,Clark,39023,2772602,337000,510666,497816,379624,4497708,500000,125000,46369,2855667,247618,723054,0,4497708,0,4497708,0
1263,1263,1933,Spring Valley,spring valley,Greene,39057,76091,10751,13800,13527,13778,127947,25000,25000,2072,59628,10000,6215,32,127947,0,127947,0
1264,1264,1933,Steubenville,national exchange bank and tc,Jefferson,39081,4976241,582938,1131073,651050,401222,7742524,500000,250000,9857,5972090,400000,549938,60639,7742524,0,7742524,0
1265,1265,1933,Steubenville,peoples,Jefferson,39081,1169453,124375,449070,346859,218242,2307999,300000,250000,11981,1641899,100000,0,4119,2307999,0,2307999,0
1268,1268,1933,Sycamore,first,Wyandot,39175,61597,54390,61570,37713,27574,242844,50000,12000,88,155729,25000,0,27,242844,0,242844,0
1269,1269,1933,Tiffin,city,Seneca,39147,516415,50000,91010,54512,108657,820594,100000,50000,30216,459066,50000,131154,158,820594,0,820594,0
1270,1270,1933,Tiffin,commercial,Seneca,39147,1746773,366000,564992,744193,57013,3478971,250000,625000,27000,2326946,250000,0,25,3478971,0,3478971,0
1271,1271,1933,Tiffin,tiffin,Seneca,39147,1394642,250000,469535,274529,165690,2554396,250000,250000,58122,1482176,250000,263893,205,2554396,0,2554396,0
1272,1272,1933,Tippecanoe City,citizens,Miami,39109,227325,57600,36490,46970,29754,398139,50000,50000,23413,224726,50000,0,0,398139,0,398139,0
1273,1273,1933,Tippecanoe City,tipp,Miami,39109,204768,97850,72422,44304,13798,433142,60000,40000,25331,257811,50000,0,0,433142,0,433142,0
1277,1277,1933,Troy,first troy nb and tc,Miami,39109,1138446,436000,568643,346924,285437,2775450,300000,200000,58133,1876417,300000,0,40900,2775450,0,2775450,0
1278,1278,1933,Upper Sandusky,first,Wyandot,39175,496634,72700,75512,89221,35211,769278,105000,25000,3621,598657,27000,10000,0,769278,0,769278,0
1279,1279,1933,Urbana,champaign,Champaign,39021,1009436,329041,250542,152852,104979,1846850,300000,200000,84773,962077,300000,0,0,1846850,0,1846850,0
1280,1280,1933,Urbana,citizens,Champaign,39021,583905,126500,107254,85685,61167,964511,100000,100000,11237,537707,99040,116527,0,964511,0,964511,0
1281,1281,1933,Utica,first,Licking,39089,518615,79463,90518,131143,21220,840959,50000,50000,10441,680518,50000,0,0,840959,0,840959,0
1282,1282,1933,Van Wert,first,Van Wert,39161,745836,363709,295439,245200,219902,1870086,150000,150000,17975,1423311,128800,0,0,1870086,0,1870086,0
1503,1413,1933,Van Wert,Van Wert,Van Wert,39013,233833,5350,86730,386536,42376,754825,100000,10000,268,643419,0,0,1138,754825,0,754825,0
1284,1284,1933,Versailles,first,Darke,39037,78535,50750,32507,64998,28877,255667,60000,9000,2740,133927,50000,0,0,255667,0,255667,0
1285,1285,1933,Wadsworth,first,Medina,39103,572993,156150,137578,186174,83105,1136000,100000,50000,6640,879360,100000,0,0,1136000,0,1136000,0
1286,1286,1933,Wapakoneta,first,Auglaize,39011,1066881,243500,60168,256374,81477,1708400,200000,50000,37238,1220929,199997,0,236,1708400,0,1708400,0
1288,1288,1933,Wapakoneta,peoples,Auglaize,39011,851204,107300,12401,195980,98707,1265592,100000,70000,2934,992658,100000,0,0,1265592,0,1265592,0
1289,1289,1933,Warren,second,Trumbull,39155,1388412,1084483,2309523,826398,876102,6484918,350000,250000,97095,5394197,350000,0,43626,6484918,0,6484918,0
1415,1414,1933,Washington Court House,first,Fayette,39099,210015,411626,101470,208832,49281,981224,100000,50000,13847,717377,100000,0,0,981224,0,981224,0
1292,1292,1933,Waverly,first,Pike,39131,450178,141926,86200,124486,21815,824605,100000,50000,25264,549232,100000,0,109,824605,0,824605,0
1294,1294,1933,Waynesville,nb,Warren,39165,182847,50000,77301,40990,22100,373238,100000,20000,4334,193279,50000,5625,0,373238,0,373238,0
1296,1296,1933,Wellston,first,Jackson,39079,249689,234678,133711,221915,24370,864363,100000,21000,1520,670619,71147,0,77,864363,0,864363,0
1300,1300,1933,West Union,nb of Adams county,Adams,39001,258879,40150,26855,52388,26130,404402,40000,20500,3909,287193,40000,12800,0,404402,0,404402,0
1301,1301,1933,Williamsport,farmers,Pickaway,39129,130043,63050,22500,48058,9738,273389,30000,15000,8115,190274,30000,0,0,273389,0,273389,0
1303,1303,1933,Wilmington,first,Clinton,39027,469741,120804,5143,98600,200100,894388,100000,50000,8461,583895,99300,0,52732,894388,0,894388,0
1305,1305,1933,Wilmington,clinton county nb and tc,Clinton,39027,920124,253500,88300,121275,203461,1586660,200000,200000,33794,872621,200000,0,80245,1586660,0,1586660,0
1505,1419,1933,Woodsfield,citizens,Monroe,39037,107963,21642,117510,187986,22519,457620,50000,10000,,397620,0,0,0,457620,0,457620,0
1307,1307,1933,Wooster,citizens,Wayne,39169,487236,202850,229241,133552,71366,1124245,150000,50000,5938,778307,100000,40000,0,1124245,0,1124245,0
1308,1308,1933,Wooster,Wayne county,Wayne,39169,692768,361680,376221,223276,99037,1752982,300000,100000,30333,1124149,198500,0,0,1752982,0,1752982,0
1309,1309,1933,Xenia,citizens,Greene,39057,282943,165500,282600,191339,34746,957128,100000,100000,98504,569050,89400,0,174,957128,0,957128,0
1310,1310,1933,Xenia,xenia,Greene,39057,327687,421800,269900,256791,29344,1305522,100000,100000,130740,884561,90000,0,221,1305522,0,1305522,0
1314,1314,1933,Youngstown,Mahoning,Mahoning,39099,2188596,948133,1261941,955116,2583102,7936888,1000000,300000,31869,5063079,991600,0,550340,7936888,0,7936888,0
1417,1415,1933,Youngstown,union,Mahoning,39155,10963386,2363968,853188,2439261,743634,17363437,1250000,1000000,704578,13100169,1228500,0,80190,17363437,0,17363437,0
1315,1315,1933,Zanesville,first,Muskingum,39119,1906278,2199647,2347856,1104363,425877,7984021,300000,450000,85393,6794942,300000,0,53686,7984021,0,7984021,0
1418,1316,1933,Zanesville,citizens,Muskingum,39121,2162484,1006858,747573,378371,502921,4798207,400000,300000,117348,3547492,400000,0,33367,4798207,0,4798207,0
